True	BI_TradFix	　了望	0	　瞭望	0
True	BI_TradFix	　方才	0	　方纔	0
True	BI_TradFix	　象	0	　像	0
True	BI_TradFix	　象牙	0	　象牙	0
True	BI_TradFix	　象形	0	　象形	0
True	BI_TradFix	　象征	0	　象徵	0
True	BI_TradFix	　象征服	0	　像征服	0
True	BI_TradFix	　象征战	0	　像征戰	0
True	BI_TradFix	　象征战争	0	　象徵戰爭	0
True	BI_TradFix	　象限	0	　象限	0
True	BI_TradFix	　象棋	0	　象棋	0
True	BI_TradFix	　象鼻	0	　象鼻	0
True	BI_TradFix	　象徵	0	　象徵	0
True	BI_TradFix	！准！	0	！準！	0
True	BI_TradFix	！恩，	0	！嗯，	0
True	BI_TradFix	！恩。	0	！嗯。	0
True	BI_TradFix	！恩…	0	！嗯…	0
True	BI_TradFix	！象	0	！像	0
True	BI_TradFix	！象牙	0	！象牙	0
True	BI_TradFix	！象形	0	！象形	0
True	BI_TradFix	！象征	0	！象徵	0
True	BI_TradFix	！象征服	0	！像征服	0
True	BI_TradFix	！象征战	0	！像征戰	0
True	BI_TradFix	！象征战争	0	！象徵戰爭	0
True	BI_TradFix	！象板	0	！象板	0
True	BI_TradFix	！象限	0	！象限	0
True	BI_TradFix	！象棋	0	！象棋	0
True	BI_TradFix	！象鼻	0	！象鼻	0
True	BI_TradFix	！象徵	0	！象徵	0
True	BI_TradFix	！象声	0	！象聲	0
True	BI_TradFix	，了望	0	，瞭望	0
True	BI_TradFix	，斗了	0	，鬥了	0
True	BI_TradFix	，斗了胆	0	，斗了膽	0
True	BI_TradFix	，思，	0	，嗯，	0
True	BI_TradFix	，准叫	0	，準叫	0
True	BI_TradFix	，准有	0	，準有	0
True	BI_TradFix	，准把	0	，準把	0
True	BI_TradFix	，准要	0	，準要	0
True	BI_TradFix	，径	0	，逕	0
True	BI_TradFix	，径斗	0	，徑鬥	0
True	BI_TradFix	，径技	0	，徑技	0
True	BI_TradFix	，径长	0	，徑長	0
True	BI_TradFix	，径粗	0	，徑粗	0
True	BI_TradFix	，径较	0	，徑較	0
True	BI_TradFix	，径赛	0	，徑賽	0
True	BI_TradFix	，径阔	0	，徑闊	0
True	BI_TradFix	，恩，	0	，嗯，	0
True	BI_TradFix	，恩…	0	，嗯…	0
True	BI_TradFix	，象	0	，像	0
True	BI_TradFix	，象牙	0	，象牙	0
True	BI_TradFix	，象形	0	，象形	0
True	BI_TradFix	，象征	0	，象徵	0
True	BI_TradFix	，象征服	0	，像征服	0
True	BI_TradFix	，象征战	0	，像征戰	0
True	BI_TradFix	，象征战争	0	，象徵戰爭	0
True	BI_TradFix	，象板	0	，象板	0
True	BI_TradFix	，象限	0	，象限	0
True	BI_TradFix	，象棋	0	，象棋	0
True	BI_TradFix	，象鼻	0	，象鼻	0
True	BI_TradFix	，象徵	0	，象徵	0
True	BI_TradFix	，象声	0	，象聲	0
True	BI_TradFix	，说不准	0	，說不準	0
True	BI_TradFix	、又准	0	、又準	0
True	BI_TradFix	、准、	0	、準、	0
True	BI_TradFix	。了望	0	。瞭望	0
True	BI_TradFix	。思，	0	。嗯，	0
True	BI_TradFix	。恩，	0	。嗯，	0
True	BI_TradFix	。恩…	0	。嗯…	0
True	BI_TradFix	。象	0	。像	0
True	BI_TradFix	。象牙	0	。象牙	0
True	BI_TradFix	。象形	0	。象形	0
True	BI_TradFix	。象征	0	。象徵	0
True	BI_TradFix	。象征服	0	。像征服	0
True	BI_TradFix	。象征战	0	。像征戰	0
True	BI_TradFix	。象征战争	0	。象徵戰爭	0
True	BI_TradFix	。象板	0	。象板	0
True	BI_TradFix	。象限	0	。象限	0
True	BI_TradFix	。象棋	0	。象棋	0
True	BI_TradFix	。象鼻	0	。象鼻	0
True	BI_TradFix	。象徵	0	。象徵	0
True	BI_TradFix	。象声	0	。象聲	0
True	BI_TradFix	？恩，	0	？嗯，	0
True	BI_TradFix	？恩。	0	？嗯。	0
True	BI_TradFix	？恩…	0	？嗯…	0
True	BI_TradFix	？象	0	？像	0
True	BI_TradFix	？象牙	0	？象牙	0
True	BI_TradFix	？象形	0	？象形	0
True	BI_TradFix	？象征	0	？象徵	0
True	BI_TradFix	？象征服	0	？像征服	0
True	BI_TradFix	？象征战	0	？像征戰	0
True	BI_TradFix	？象征战争	0	？象徵戰爭	0
True	BI_TradFix	？象板	0	？象板	0
True	BI_TradFix	？象限	0	？象限	0
True	BI_TradFix	？象棋	0	？象棋	0
True	BI_TradFix	？象鼻	0	？象鼻	0
True	BI_TradFix	？象徵	0	？象徵	0
True	BI_TradFix	？象声	0	？象聲	0
True	BI_TradFix	‘	0	『	0
True	BI_TradFix	’	0	』	0
True	BI_TradFix	“	0	「	0
True	BI_TradFix	“丁当	0	「叮噹	0
True	BI_TradFix	“方才	0	「方纔	0
True	BI_TradFix	“恩！	0	「嗯！	0
True	BI_TradFix	“恩，	0	「嗯，	0
True	BI_TradFix	“恩。	0	「嗯。	0
True	BI_TradFix	“恩？	0	「嗯？	0
True	BI_TradFix	“喂	0	「喂	0
True	BI_TradFix	“象	0	「像	0
True	BI_TradFix	“象牙	0	「象牙	0
True	BI_TradFix	“象形	0	「象形	0
True	BI_TradFix	“象征	0	「象徵	0
True	BI_TradFix	“象征服	0	「象征服	0
True	BI_TradFix	“象征战	0	「像征戰	0
True	BI_TradFix	“象板	0	「象板	0
True	BI_TradFix	“象限	0	「象限	0
True	BI_TradFix	“象棋	0	「象棋	0
True	BI_TradFix	“象鼻	0	「象鼻	0
True	BI_TradFix	“象徵	0	「象徵	0
True	BI_TradFix	“象声	0	「象聲	0
True	BI_TradFix	“当！	0	「噹！	0
True	BI_TradFix	“当！当！	0	「噹！噹！	0
True	BI_TradFix	“当”	0	「噹」	0
True	BI_TradFix	”	0	」	0
True	BI_TradFix	”径	0	」逕	0
True	BI_TradFix	「丁当	0	「叮噹	0
True	BI_TradFix	「方才	0	「方纔	0
True	BI_TradFix	「恩！	0	「嗯！	0
True	BI_TradFix	「恩，	0	「嗯，	0
True	BI_TradFix	「恩。	0	「嗯。	0
True	BI_TradFix	「恩？	0	「嗯？	0
True	BI_TradFix	「喂	0	「喂	0
True	BI_TradFix	「象	0	「像	0
True	BI_TradFix	「象牙	0	「象牙	0
True	BI_TradFix	「象形	0	「象形	0
True	BI_TradFix	「象征	0	「象徵	0
True	BI_TradFix	「象征服	0	「象征服	0
True	BI_TradFix	「象征战	0	「像征戰	0
